step,metric,value
20,train/m3_keep_ratio,0.0
20,train/m3_resid_abs_mean_deg,0.0
20,train/m3_resid_abs_p90_deg,0.0
20,train/m3_delta_clip_rate,0.0
20,train/m3_kappa_corr_spearman,0.0
20,train/m3_residual_penalty,0.0
20,train/m3_gate_entropy,0.0
30,train/loss_total,3.2943825721740723
30,train/sup0_nll,3.2943825721740723
30,train/sup1_nll,0.0
30,train/recon_data_raw,0.0
30,train/recon_mix_norm,0.0
30,train/recon_mix_raw,0.0
30,train/recon_phys,0.0
30,train/deg_rmse,67.05010223388672
30,train/kappa_mean,1.1540124416351318
30,train/mix_weight,0.0
30,train/mix_weighted_norm,0.0
30,train/mix_var,1.0
30,train/m3_enabled,1.0
30,train/m3_gate_mean,0.0
30,train/m3_gate_p10,0.0
30,train/m3_gate_p90,0.0
30,train/m3_keep_ratio,0.0
30,train/m3_resid_abs_mean_deg,0.0
30,train/m3_resid_abs_p90_deg,0.0
30,train/m3_delta_clip_rate,0.0
30,train/m3_kappa_corr_spearman,0.0
30,train/m3_residual_penalty,0.0
30,train/m3_gate_entropy,0.0
40,train/loss_total,2.9438557624816895
40,train/sup0_nll,2.9438557624816895
40,train/sup1_nll,0.0
40,train/recon_data_raw,0.0
40,train/recon_mix_norm,0.0
40,train/recon_mix_raw,0.0
40,train/recon_phys,0.0
40,train/deg_rmse,65.50653839111328
40,train/kappa_mean,1.388232707977295
40,train/mix_weight,0.0
40,train/mix_weighted_norm,0.0
40,train/mix_var,1.0
40,train/m3_enabled,1.0
40,train/m3_gate_mean,0.0
40,train/m3_gate_p10,0.0
40,train/m3_gate_p90,0.0
40,train/m3_keep_ratio,0.0
40,train/m3_resid_abs_mean_deg,0.0
40,train/m3_resid_abs_p90_deg,0.0
40,train/m3_delta_clip_rate,0.0
40,train/m3_kappa_corr_spearman,0.0
40,train/m3_residual_penalty,0.0
40,train/m3_gate_entropy,0.0
50,train/loss_total,2.624791383743286
50,train/sup0_nll,2.624791383743286
50,train/sup1_nll,0.0
50,train/recon_data_raw,0.0
50,train/recon_mix_norm,0.0
50,train/recon_mix_raw,0.0
50,train/recon_phys,0.0
50,train/deg_rmse,46.15463638305664
50,train/kappa_mean,1.6241484880447388
50,train/mix_weight,0.0
50,train/mix_weighted_norm,0.0
50,train/mix_var,1.0
50,train/m3_enabled,1.0
50,train/m3_gate_mean,0.0
50,train/m3_gate_p10,0.0
50,train/m3_gate_p90,0.0
50,train/m3_keep_ratio,0.0
50,train/m3_resid_abs_mean_deg,0.0
50,train/m3_resid_abs_p90_deg,0.0
50,train/m3_delta_clip_rate,0.0
50,train/m3_kappa_corr_spearman,0.0
50,train/m3_residual_penalty,0.0
50,train/m3_gate_entropy,0.0
60,train/loss_total,2.716256856918335
60,train/sup0_nll,2.716256856918335
60,train/sup1_nll,0.0
60,train/recon_data_raw,0.0
60,train/recon_mix_norm,0.0
60,train/recon_mix_raw,0.0
60,train/recon_phys,0.0
60,train/deg_rmse,57.76981735229492
60,train/kappa_mean,1.6828454732894897
60,train/mix_weight,0.0
60,train/mix_weighted_norm,0.0
60,train/mix_var,1.0
60,train/m3_enabled,1.0
60,train/m3_gate_mean,0.0
60,train/m3_gate_p10,0.0
60,train/m3_gate_p90,0.0
60,train/m3_keep_ratio,0.0
60,train/m3_resid_abs_mean_deg,0.0
60,train/m3_resid_abs_p90_deg,0.0
60,train/m3_delta_clip_rate,0.0
60,train/m3_kappa_corr_spearman,0.0
60,train/m3_residual_penalty,0.0
60,train/m3_gate_entropy,0.0
70,train/loss_total,2.279081344604492
70,train/sup0_nll,2.279081344604492
70,train/sup1_nll,0.0
70,train/recon_data_raw,0.0
70,train/recon_mix_norm,0.0
70,train/recon_mix_raw,0.0
70,train/recon_phys,0.0
70,train/deg_rmse,46.63103485107422
70,train/kappa_mean,2.009746551513672
70,train/mix_weight,0.0
70,train/mix_weighted_norm,0.0
70,train/mix_var,1.0
70,train/m3_enabled,1.0
70,train/m3_gate_mean,0.0
70,train/m3_gate_p10,0.0
70,train/m3_gate_p90,0.0
70,train/m3_keep_ratio,0.0
70,train/m3_resid_abs_mean_deg,0.0
70,train/m3_resid_abs_p90_deg,0.0
70,train/m3_delta_clip_rate,0.0
70,train/m3_kappa_corr_spearman,0.0
70,train/m3_residual_penalty,0.0
70,train/m3_gate_entropy,0.0
80,train/loss_total,2.0222156047821045
80,train/sup0_nll,2.0222156047821045
80,train/sup1_nll,0.0
80,train/recon_data_raw,0.0
80,train/recon_mix_norm,0.0
80,train/recon_mix_raw,0.0
80,train/recon_phys,0.0
80,train/deg_rmse,40.37759780883789
80,train/kappa_mean,2.3580121994018555
80,train/mix_weight,0.0
80,train/mix_weighted_norm,0.0
80,train/mix_var,1.0
80,train/m3_enabled,1.0
80,train/m3_gate_mean,0.0
80,train/m3_gate_p10,0.0
80,train/m3_gate_p90,0.0
80,train/m3_keep_ratio,0.0
80,train/m3_resid_abs_mean_deg,0.0
80,train/m3_resid_abs_p90_deg,0.0
80,train/m3_delta_clip_rate,0.0
80,train/m3_kappa_corr_spearman,0.0
80,train/m3_residual_penalty,0.0
80,train/m3_gate_entropy,0.0
90,train/loss_total,1.8956148624420166
90,train/sup0_nll,1.8956148624420166
90,train/sup1_nll,0.0
90,train/recon_data_raw,0.0
90,train/recon_mix_norm,0.0
90,train/recon_mix_raw,0.0
90,train/recon_phys,0.0
90,train/deg_rmse,36.399879455566406
90,train/kappa_mean,2.6348114013671875
90,train/mix_weight,0.0
90,train/mix_weighted_norm,0.0
90,train/mix_var,1.0
90,train/m3_enabled,1.0
90,train/m3_gate_mean,0.0
90,train/m3_gate_p10,0.0
90,train/m3_gate_p90,0.0
90,train/m3_keep_ratio,0.0
90,train/m3_resid_abs_mean_deg,0.0
90,train/m3_resid_abs_p90_deg,0.0
90,train/m3_delta_clip_rate,0.0
90,train/m3_kappa_corr_spearman,0.0
90,train/m3_residual_penalty,0.0
90,train/m3_gate_entropy,0.0
100,train/loss_total,1.7333438396453857
100,train/sup0_nll,1.7333438396453857
100,train/sup1_nll,0.0
100,train/recon_data_raw,0.0
100,train/recon_mix_norm,0.0
100,train/recon_mix_raw,0.0
100,train/recon_phys,0.0
100,train/deg_rmse,31.85277557373047
100,train/kappa_mean,3.1650044918060303
100,train/mix_weight,0.0
100,train/mix_weighted_norm,0.0
100,train/mix_var,1.0
100,train/m3_enabled,1.0
100,train/m3_gate_mean,0.0
100,train/m3_gate_p10,0.0
100,train/m3_gate_p90,0.0
100,train/m3_keep_ratio,0.0
100,train/m3_resid_abs_mean_deg,0.0
100,train/m3_resid_abs_p90_deg,0.0
100,train/m3_delta_clip_rate,0.0
100,train/m3_kappa_corr_spearman,0.0
100,train/m3_residual_penalty,0.0
100,train/m3_gate_entropy,0.0
110,train/loss_total,1.9802219867706299
110,train/sup0_nll,1.9802219867706299
110,train/sup1_nll,0.0
110,train/recon_data_raw,0.0
110,train/recon_mix_norm,0.0
110,train/recon_mix_raw,0.0
110,train/recon_phys,0.0
110,train/deg_rmse,48.09646987915039
110,train/kappa_mean,3.0554633140563965
110,train/mix_weight,0.0
110,train/mix_weighted_norm,0.0
110,train/mix_var,1.0
110,train/m3_enabled,1.0
110,train/m3_gate_mean,0.0
110,train/m3_gate_p10,0.0
110,train/m3_gate_p90,0.0
110,train/m3_keep_ratio,0.0
110,train/m3_resid_abs_mean_deg,0.0
110,train/m3_resid_abs_p90_deg,0.0
110,train/m3_delta_clip_rate,0.0
110,train/m3_kappa_corr_spearman,0.0
110,train/m3_residual_penalty,0.0
110,train/m3_gate_entropy,0.0
120,train/loss_total,1.774713158607483
120,train/sup0_nll,1.774713158607483
120,train/sup1_nll,0.0
120,train/recon_data_raw,0.0
120,train/recon_mix_norm,0.0
120,train/recon_mix_raw,0.0
120,train/recon_phys,0.0
120,train/deg_rmse,41.35899353027344
120,train/kappa_mean,3.1045117378234863
120,train/mix_weight,0.0
120,train/mix_weighted_norm,0.0
120,train/mix_var,1.0
120,train/m3_enabled,1.0
120,train/m3_gate_mean,0.0
120,train/m3_gate_p10,0.0
120,train/m3_gate_p90,0.0
120,train/m3_keep_ratio,0.0
120,train/m3_resid_abs_mean_deg,0.0
120,train/m3_resid_abs_p90_deg,0.0
120,train/m3_delta_clip_rate,0.0
120,train/m3_kappa_corr_spearman,0.0
120,train/m3_residual_penalty,0.0
120,train/m3_gate_entropy,0.0
130,train/loss_total,1.4750323295593262
130,train/sup0_nll,1.4750323295593262
130,train/sup1_nll,0.0
130,train/recon_data_raw,0.0
130,train/recon_mix_norm,0.0
130,train/recon_mix_raw,0.0
130,train/recon_phys,0.0
130,train/deg_rmse,30.273250579833984
130,train/kappa_mean,3.9290690422058105
130,train/mix_weight,0.0
130,train/mix_weighted_norm,0.0
130,train/mix_var,1.0
130,train/m3_enabled,1.0
130,train/m3_gate_mean,0.0
130,train/m3_gate_p10,0.0
130,train/m3_gate_p90,0.0
130,train/m3_keep_ratio,0.0
130,train/m3_resid_abs_mean_deg,0.0
130,train/m3_resid_abs_p90_deg,0.0
130,train/m3_delta_clip_rate,0.0
130,train/m3_kappa_corr_spearman,0.0
130,train/m3_residual_penalty,0.0
130,train/m3_gate_entropy,0.0
140,train/loss_total,1.5304657220840454
140,train/sup0_nll,1.5304657220840454
140,train/sup1_nll,0.0
140,train/recon_data_raw,0.0
140,train/recon_mix_norm,0.0
140,train/recon_mix_raw,0.0
140,train/recon_phys,0.0
140,train/deg_rmse,37.53055953979492
140,train/kappa_mean,4.1310505867004395
140,train/mix_weight,0.0
140,train/mix_weighted_norm,0.0
140,train/mix_var,1.0
140,train/m3_enabled,1.0
140,train/m3_gate_mean,0.0
140,train/m3_gate_p10,0.0
140,train/m3_gate_p90,0.0
140,train/m3_keep_ratio,0.0
140,train/m3_resid_abs_mean_deg,0.0
140,train/m3_resid_abs_p90_deg,0.0
140,train/m3_delta_clip_rate,0.0
140,train/m3_kappa_corr_spearman,0.0
140,train/m3_residual_penalty,0.0
140,train/m3_gate_entropy,0.0
150,train/loss_total,1.4075300693511963
150,train/sup0_nll,1.4075300693511963
150,train/sup1_nll,0.0
150,train/recon_data_raw,0.0
150,train/recon_mix_norm,0.0
150,train/recon_mix_raw,0.0
150,train/recon_phys,0.0
150,train/deg_rmse,36.17018127441406
150,train/kappa_mean,4.099339008331299
150,train/mix_weight,0.0
150,train/mix_weighted_norm,0.0
150,train/mix_var,1.0
150,train/m3_enabled,1.0
150,train/m3_gate_mean,0.0
150,train/m3_gate_p10,0.0
150,train/m3_gate_p90,0.0
150,train/m3_keep_ratio,0.0
150,train/m3_resid_abs_mean_deg,0.0
150,train/m3_resid_abs_p90_deg,0.0
150,train/m3_delta_clip_rate,0.0
150,train/m3_kappa_corr_spearman,0.0
150,train/m3_residual_penalty,0.0
150,train/m3_gate_entropy,0.0
160,train/loss_total,1.4621829986572266
160,train/sup0_nll,1.4621829986572266
160,train/sup1_nll,0.0
160,train/recon_data_raw,0.0
160,train/recon_mix_norm,0.0
160,train/recon_mix_raw,0.0
160,train/recon_phys,0.0
160,train/deg_rmse,28.961658477783203
160,train/kappa_mean,4.309948444366455
160,train/mix_weight,0.0
160,train/mix_weighted_norm,0.0
160,train/mix_var,1.0
160,train/m3_enabled,1.0
160,train/m3_gate_mean,0.0
160,train/m3_gate_p10,0.0
160,train/m3_gate_p90,0.0
160,train/m3_keep_ratio,0.0
160,train/m3_resid_abs_mean_deg,0.0
160,train/m3_resid_abs_p90_deg,0.0
160,train/m3_delta_clip_rate,0.0
160,train/m3_kappa_corr_spearman,0.0
160,train/m3_residual_penalty,0.0
160,train/m3_gate_entropy,0.0
170,train/loss_total,1.2678892612457275
170,train/sup0_nll,1.2678892612457275
170,train/sup1_nll,0.0
170,train/recon_data_raw,0.0
170,train/recon_mix_norm,0.0
170,train/recon_mix_raw,0.0
170,train/recon_phys,0.0
170,train/deg_rmse,21.248016357421875
170,train/kappa_mean,5.14561653137207
170,train/mix_weight,0.0
170,train/mix_weighted_norm,0.0
170,train/mix_var,1.0
170,train/m3_enabled,1.0
170,train/m3_gate_mean,0.0
170,train/m3_gate_p10,0.0
170,train/m3_gate_p90,0.0
170,train/m3_keep_ratio,0.0
170,train/m3_resid_abs_mean_deg,0.0
170,train/m3_resid_abs_p90_deg,0.0
170,train/m3_delta_clip_rate,0.0
170,train/m3_kappa_corr_spearman,0.0
170,train/m3_residual_penalty,0.0
170,train/m3_gate_entropy,0.0
180,train/loss_total,1.4865120649337769
180,train/sup0_nll,1.4865120649337769
180,train/sup1_nll,0.0
180,train/recon_data_raw,0.0
180,train/recon_mix_norm,0.0
180,train/recon_mix_raw,0.0
180,train/recon_phys,0.0
180,train/deg_rmse,24.20771598815918
180,train/kappa_mean,4.992624282836914
180,train/mix_weight,0.0
180,train/mix_weighted_norm,0.0
180,train/mix_var,1.0
180,train/m3_enabled,1.0
180,train/m3_gate_mean,0.0
180,train/m3_gate_p10,0.0
180,train/m3_gate_p90,0.0
180,train/m3_keep_ratio,0.0
180,train/m3_resid_abs_mean_deg,0.0
180,train/m3_resid_abs_p90_deg,0.0
180,train/m3_delta_clip_rate,0.0
180,train/m3_kappa_corr_spearman,0.0
180,train/m3_residual_penalty,0.0
180,train/m3_gate_entropy,0.0
190,train/loss_total,0.4963619112968445
190,train/sup0_nll,0.4963619112968445
190,train/sup1_nll,0.0
190,train/recon_data_raw,0.0
190,train/recon_mix_norm,0.0
190,train/recon_mix_raw,0.0
190,train/recon_phys,0.0
190,train/deg_rmse,11.566697120666504
190,train/kappa_mean,6.54652214050293
190,train/mix_weight,0.0
190,train/mix_weighted_norm,0.0
190,train/mix_var,1.0
190,train/m3_enabled,1.0
190,train/m3_gate_mean,0.0
190,train/m3_gate_p10,0.0
190,train/m3_gate_p90,0.0
190,train/m3_keep_ratio,0.0
190,train/m3_resid_abs_mean_deg,0.0
190,train/m3_resid_abs_p90_deg,0.0
190,train/m3_delta_clip_rate,0.0
190,train/m3_kappa_corr_spearman,0.0
190,train/m3_residual_penalty,0.0
190,train/m3_gate_entropy,0.0
200,train/loss_total,0.7397707104682922
200,train/sup0_nll,0.7397707104682922
200,train/sup1_nll,0.0
200,train/recon_data_raw,0.0
200,train/recon_mix_norm,0.0
200,train/recon_mix_raw,0.0
200,train/recon_phys,0.0
200,train/deg_rmse,15.75727653503418
200,train/kappa_mean,6.30683708190918
200,train/mix_weight,0.0
200,train/mix_weighted_norm,0.0
200,train/mix_var,1.0
200,train/m3_enabled,1.0
200,train/m3_gate_mean,0.0
200,train/m3_gate_p10,0.0
200,train/m3_gate_p90,0.0
200,train/m3_keep_ratio,0.0
200,train/m3_resid_abs_mean_deg,0.0
200,train/m3_resid_abs_p90_deg,0.0
200,train/m3_delta_clip_rate,0.0
200,train/m3_kappa_corr_spearman,0.0
200,train/m3_residual_penalty,0.0
200,train/m3_gate_entropy,0.0
210,train/loss_total,0.4688757658004761
210,train/sup0_nll,0.4688757658004761
210,train/sup1_nll,0.0
210,train/recon_data_raw,0.0
210,train/recon_mix_norm,0.0
210,train/recon_mix_raw,0.0
210,train/recon_phys,0.0
210,train/deg_rmse,12.497977256774902
210,train/kappa_mean,7.380355358123779
210,train/mix_weight,0.0
210,train/mix_weighted_norm,0.0
210,train/mix_var,1.0
210,train/m3_enabled,1.0
210,train/m3_gate_mean,0.0
210,train/m3_gate_p10,0.0
210,train/m3_gate_p90,0.0
210,train/m3_keep_ratio,0.0
210,train/m3_resid_abs_mean_deg,0.0
210,train/m3_resid_abs_p90_deg,0.0
210,train/m3_delta_clip_rate,0.0
210,train/m3_kappa_corr_spearman,0.0
210,train/m3_residual_penalty,0.0
210,train/m3_gate_entropy,0.0
220,train/loss_total,0.5633149147033691
220,train/sup0_nll,0.5633149147033691
220,train/sup1_nll,0.0
220,train/recon_data_raw,0.0
220,train/recon_mix_norm,0.0
220,train/recon_mix_raw,0.0
220,train/recon_phys,0.0
220,train/deg_rmse,13.965680122375488
220,train/kappa_mean,7.1642351150512695
220,train/mix_weight,0.0
220,train/mix_weighted_norm,0.0
220,train/mix_var,1.0
220,train/m3_enabled,1.0
220,train/m3_gate_mean,0.0
220,train/m3_gate_p10,0.0
220,train/m3_gate_p90,0.0
220,train/m3_keep_ratio,0.0
220,train/m3_resid_abs_mean_deg,0.0
220,train/m3_resid_abs_p90_deg,0.0
220,train/m3_delta_clip_rate,0.0
220,train/m3_kappa_corr_spearman,0.0
220,train/m3_residual_penalty,0.0
220,train/m3_gate_entropy,0.0
230,train/loss_total,0.3188256025314331
230,train/sup0_nll,0.3188256025314331
230,train/sup1_nll,0.0
230,train/recon_data_raw,0.0
230,train/recon_mix_norm,0.0
230,train/recon_mix_raw,0.0
230,train/recon_phys,0.0
230,train/deg_rmse,11.020816802978516
230,train/kappa_mean,7.840936660766602
230,train/mix_weight,0.0
230,train/mix_weighted_norm,0.0
230,train/mix_var,1.0
230,train/m3_enabled,1.0
230,train/m3_gate_mean,0.0
230,train/m3_gate_p10,0.0
230,train/m3_gate_p90,0.0
230,train/m3_keep_ratio,0.0
230,train/m3_resid_abs_mean_deg,0.0
230,train/m3_resid_abs_p90_deg,0.0
230,train/m3_delta_clip_rate,0.0
230,train/m3_kappa_corr_spearman,0.0
230,train/m3_residual_penalty,0.0
230,train/m3_gate_entropy,0.0
240,train/loss_total,0.30622538924217224
240,train/sup0_nll,0.30622538924217224
240,train/sup1_nll,0.0
240,train/recon_data_raw,0.0
240,train/recon_mix_norm,0.0
240,train/recon_mix_raw,0.0
240,train/recon_phys,0.0
240,train/deg_rmse,11.8804292678833
240,train/kappa_mean,8.465446472167969
240,train/mix_weight,0.0
240,train/mix_weighted_norm,0.0
240,train/mix_var,1.0
240,train/m3_enabled,1.0
240,train/m3_gate_mean,0.0
240,train/m3_gate_p10,0.0
240,train/m3_gate_p90,0.0
240,train/m3_keep_ratio,0.0
240,train/m3_resid_abs_mean_deg,0.0
240,train/m3_resid_abs_p90_deg,0.0
240,train/m3_delta_clip_rate,0.0
240,train/m3_kappa_corr_spearman,0.0
240,train/m3_residual_penalty,0.0
240,train/m3_gate_entropy,0.0
250,train/loss_total,0.8261536359786987
250,train/sup0_nll,0.8261536359786987
250,train/sup1_nll,0.0
250,train/recon_data_raw,0.0
250,train/recon_mix_norm,0.0
250,train/recon_mix_raw,0.0
250,train/recon_phys,0.0
250,train/deg_rmse,17.52700424194336
250,train/kappa_mean,8.048402786254883
250,train/mix_weight,0.0
250,train/mix_weighted_norm,0.0
250,train/mix_var,1.0
250,train/m3_enabled,1.0
250,train/m3_gate_mean,0.0
250,train/m3_gate_p10,0.0
250,train/m3_gate_p90,0.0
250,train/m3_keep_ratio,0.0
250,train/m3_resid_abs_mean_deg,0.0
250,train/m3_resid_abs_p90_deg,0.0
250,train/m3_delta_clip_rate,0.0
250,train/m3_kappa_corr_spearman,0.0
250,train/m3_residual_penalty,0.0
250,train/m3_gate_entropy,0.0
260,train/loss_total,0.9445104598999023
260,train/sup0_nll,0.6097078919410706
260,train/sup1_nll,0.33463457226753235
260,train/recon_data_raw,1192.2398681640625
260,train/recon_mix_norm,15.683677673339844
260,train/recon_mix_raw,916.8206787109375
260,train/recon_phys,0.0
260,train/deg_rmse,11.494165420532227
260,train/kappa_mean,9.323261260986328
260,train/mix_weight,0.0
260,train/mix_weighted_norm,0.0
260,train/mix_var,58.45699691772461
260,train/m3_enabled,1.0
260,train/m3_gate_mean,0.03998246043920517
260,train/m3_gate_p10,0.03994966670870781
260,train/m3_gate_p90,0.03999955952167511
260,train/m3_keep_ratio,0.0
260,train/m3_resid_abs_mean_deg,0.3998245596885681
260,train/m3_resid_abs_p90_deg,0.3999955952167511
260,train/m3_delta_clip_rate,1.0
260,train/m3_kappa_corr_spearman,-0.27382697947214074
260,train/m3_residual_penalty,4.869608716262519e-08
260,train/m3_gate_entropy,0.0001678883854765445
270,train/loss_total,0.615249514579773
270,train/sup0_nll,0.15737488865852356
270,train/sup1_nll,0.45768606662750244
270,train/recon_data_raw,1153.099609375
270,train/recon_mix_norm,14.876441955566406
270,train/recon_mix_raw,862.7747192382812
270,train/recon_phys,0.0
270,train/deg_rmse,14.9595365524292
270,train/kappa_mean,10.330942153930664
270,train/mix_weight,0.0
270,train/mix_weighted_norm,0.0
270,train/mix_var,57.99604034423828
270,train/m3_enabled,1.0
270,train/m3_gate_mean,0.046641815453767776
270,train/m3_gate_p10,0.046641748398542404
270,train/m3_gate_p90,0.046666473150253296
270,train/m3_keep_ratio,0.0
270,train/m3_resid_abs_mean_deg,0.46641814708709717
270,train/m3_resid_abs_p90_deg,0.46666479110717773
270,train/m3_delta_clip_rate,1.0
270,train/m3_kappa_corr_spearman,-0.3251466275659824
270,train/m3_residual_penalty,6.626856929869973e-08
270,train/m3_gate_entropy,0.00018850584456231445
280,train/loss_total,1.0095964670181274
280,train/sup0_nll,0.27621784806251526
280,train/sup1_nll,0.7331705093383789
280,train/recon_data_raw,1250.992919921875
280,train/recon_mix_norm,17.255661010742188
280,train/recon_mix_raw,967.550048828125
280,train/recon_phys,0.0
280,train/deg_rmse,16.606172561645508
280,train/kappa_mean,9.546435356140137
280,train/mix_weight,0.0
280,train/mix_weighted_norm,0.0
280,train/mix_var,56.07145690917969
280,train/m3_enabled,1.0
280,train/m3_gate_mean,0.053254954516887665
280,train/m3_gate_p10,0.05287591367959976
280,train/m3_gate_p90,0.053333133459091187
280,train/m3_keep_ratio,0.0
280,train/m3_resid_abs_mean_deg,0.5325495600700378
280,train/m3_resid_abs_p90_deg,0.5333315134048462
280,train/m3_delta_clip_rate,1.0
280,train/m3_kappa_corr_spearman,-0.33944281524926684
280,train/m3_residual_penalty,8.639315041136797e-08
280,train/m3_gate_entropy,0.00020798966579604894
290,train/loss_total,0.5330838561058044
290,train/sup0_nll,0.16459567844867706
290,train/sup1_nll,0.3682612180709839
290,train/recon_data_raw,1158.9403076171875
290,train/recon_mix_norm,19.934734344482422
290,train/recon_mix_raw,858.5770263671875
290,train/recon_phys,0.0
290,train/deg_rmse,13.586657524108887
290,train/kappa_mean,10.680191040039062
290,train/mix_weight,0.0
290,train/mix_weighted_norm,0.0
290,train/mix_var,43.06939697265625
290,train/m3_enabled,1.0
290,train/m3_gate_mean,0.059966303408145905
290,train/m3_gate_p10,0.059889111667871475
290,train/m3_gate_p90,0.05999987572431564
290,train/m3_keep_ratio,0.0
290,train/m3_resid_abs_mean_deg,0.5996630787849426
290,train/m3_resid_abs_p90_deg,0.5999987125396729
290,train/m3_delta_clip_rate,1.0
290,train/m3_kappa_corr_spearman,-0.29178885630498536
290,train/m3_residual_penalty,1.0953936424584754e-07
290,train/m3_gate_entropy,0.00022687474847771227
300,train/loss_total,0.46299049258232117
300,train/sup0_nll,0.004892691969871521
300,train/sup1_nll,0.45785287022590637
300,train/recon_data_raw,1163.5311279296875
300,train/recon_mix_norm,17.715648651123047
300,train/recon_mix_raw,901.7591552734375
300,train/recon_phys,0.0
300,train/deg_rmse,13.502235412597656
300,train/kappa_mean,10.199494361877441
300,train/mix_weight,0.0
300,train/mix_weighted_norm,0.0
300,train/mix_var,50.9018440246582
300,train/m3_enabled,1.0
300,train/m3_gate_mean,0.06661692261695862
300,train/m3_gate_p10,0.06640227884054184
300,train/m3_gate_p90,0.06666646152734756
300,train/m3_keep_ratio,0.0
300,train/m3_resid_abs_mean_deg,0.6661692261695862
300,train/m3_resid_abs_p90_deg,0.666664719581604
300,train/m3_delta_clip_rate,1.0
300,train/m3_kappa_corr_spearman,-0.3277126099706745
300,train/m3_residual_penalty,1.3518392449896055e-07
300,train/m3_gate_entropy,0.00024479866260662675
310,train/loss_total,1.0445055961608887
310,train/sup0_nll,0.11082883179187775
310,train/sup1_nll,0.9334149360656738
310,train/recon_data_raw,1248.685302734375
310,train/recon_mix_norm,18.223804473876953
310,train/recon_mix_raw,985.4706420898438
310,train/recon_phys,0.0
310,train/deg_rmse,16.52164077758789
310,train/kappa_mean,9.906583786010742
310,train/mix_weight,0.0
310,train/mix_weighted_norm,0.0
310,train/mix_var,54.07600784301758
310,train/m3_enabled,1.0
310,train/m3_gate_mean,0.07313331216573715
310,train/m3_gate_p10,0.07323969900608063
310,train/m3_gate_p90,0.07333291321992874
310,train/m3_keep_ratio,0.0
310,train/m3_resid_abs_mean_deg,0.724876344203949
310,train/m3_resid_abs_p90_deg,0.7333294153213501
310,train/m3_delta_clip_rate,0.90625
310,train/m3_kappa_corr_spearman,0.09310850439882698
310,train/m3_residual_penalty,1.6029032678943622e-07
310,train/m3_gate_entropy,0.0002616646233946085
320,train/loss_total,1.2434616088867188
320,train/sup0_nll,0.4509766101837158
320,train/sup1_nll,0.7922077775001526
320,train/recon_data_raw,1248.80810546875
320,train/recon_mix_norm,24.54151725769043
320,train/recon_mix_raw,954.2423706054688
320,train/recon_phys,0.0
320,train/deg_rmse,19.25697898864746
320,train/kappa_mean,8.674200057983398
320,train/mix_weight,0.0
320,train/mix_weighted_norm,0.0
320,train/mix_var,38.88277816772461
320,train/m3_enabled,1.0
320,train/m3_gate_mean,0.07931508123874664
320,train/m3_gate_p10,0.07880183309316635
320,train/m3_gate_p90,0.07999954372644424
320,train/m3_keep_ratio,0.0
320,train/m3_resid_abs_mean_deg,0.7922198176383972
320,train/m3_resid_abs_p90_deg,0.7999956011772156
320,train/m3_delta_clip_rate,0.984375
320,train/m3_kappa_corr_spearman,-0.7694281524926686
320,train/m3_residual_penalty,1.9128790995637246e-07
320,train/m3_gate_entropy,0.0002770721330307424
330,train/loss_total,1.6294445991516113
330,train/sup0_nll,0.050972647964954376
330,train/sup1_nll,1.5781822204589844
